BattleType,ARandomTot,DRandomTot,EndingTot,Outcome,AWon,Supplies,AGenRank,AGenARBonus,AGenArmorBonus,AGenWeaponBonus,AGenFollowerBonus,AGenBannerBonus,AGenTrinketBonus,AAdvancedCombatDeck,ABeginARUnitBonus,ABeginMeleeBonus,ABeginRangedBonus,ABeginCavalryBonus,ABeginSoldiers,AEndARUnitBonus,AEndMeleeBonus,AEndRangedBonus,AEndCavalryBonus,AEndSoldiers,ARebelRivermenMercenaries,ARebelRangerOfForest,ARebelCourierRiders,ARebelMountainMen,ARebelAxemenOfVale,ARebelValeCavalry,ARebelLightWoodmen,ARebelWoodsmenArchers,ARebelRidersOfWood,ALightWoodmen,AGuardOfBeladimir,ABeladimirSpearmen,AWoodsmenArchers,AArchersOfBeladimir,ACoastalGuards,ARidersOfWood,ABeladimirCavalry,APlainsCavalry,AMountainMen,ALerastirShieldbearers,ALerastirSpears,APikesOfLerastir,AAxemenOfVale,ABowmenOfLerastir,ACrossbowmenOfSouth,AValeCavalry,ATerritoryGuardsmen,ALerastirPalaceCavalry,AShieldmaidensOfNorth,AMenoriadSpearmen,AAxemenOfWastes,AMenoriadArchers,ARangersOfForest,ACourierRiders,AMenoriadCavalry,ARoyalCavalry,AHuntersOfNorth,ARivermenMercenaries,ATotUnits,ATotReinforcements,AUpgrades,AUnitCas,ASoldierCas,AEndGenState,ATreasureReceived,AFaction,AShips,ARams,ASiegeTowers,ACatapults,DGenRank,DGenTotARBonus,DGenArmorBonus,DGenWeaponBonus,DGenFollowerBonus,DGenBannerBonus,DGenTinketBonus,DAdvancedCombatDeck,DBeginARUnitBonus,DBeginMeleeBonus,DBeginRangedBonus,DBeginCavalryBonus,DBeginSoldiers,DEndARUnitBonus,DEndMeleeBonus,DEndRangedBonus,DEndCavalryBonus,DEndSoldiers,DRebelRivermenMercenaries,DRebelRangerOfForest,DRebelCourierRiders,DRebelMountainMen,DRebelAxemenOfVale,DRebelValeCavalry,DLightWoodmen,DRebelWoodsmenArchers,DRebelRidersOfWood,DLightWoodmen,DGuardOfBeladimir,DBeladimirSpearmen,DWoodsmenArchers,DArchersOfBeladimir,DCoastalGuard,DRidersOfWood,DBeladimirCavalry,DPlainsCavalry,DMountainMen,DLerastirShieldbearers,DLerastirSpearmen,DPikesOfLerastir,DAxemenOfVale,DBowmenOfLerastir,DCrossbowmenOfSouth,DValeCavalry,DTerritoryGuardsmen,DLerastirPalaceCavalry,DShieldmaidensOfNorth,DMenoriadSpearmen,DAxemenOfWastes,DMenoriadArchers,DRangerOfForest,DCourierRiders,DMenoriadCavalry,DRoyalCavalry,DHuntersOfNorth,DRivermenMercenaries,DTotUnits,DTotReinforcements,DUpgrades,DUnitCas,DSoldierCas,DEndGenState,DTreasureReceived,DFaction,DShips,DTownLevel
Siege,67,41,-161,Crushing Defeat,0,9,9,0,0,0,0,0,0,0,9,0,0,9,6,9,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Unharmed,0,Beladimir,None,0,1,4,10,2,0,1,1,1,0,0,92,27,16,49,43,80,27,16,37,39,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,4,Unharmed,1,Beladimir,None,Stone Wall w/ Moat
Siege,35,62,186,Decisive Victory,1,5,3,3,2,0,0,1,0,0,147,41,54,52,72,125,31,48,46,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,4,2,3,3,2,0,20,4,1,0,7,Unharmed,1,Menoriad,None,0,5,4,8,2,0,0,0,2,0,1,49,13,20,16,18,28,8,8,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,8,Wounded,1,Lerastir,None,None
Siege,55,60,-120,Crushing Defeat,0,7,1,2,0,0,0,2,0,1,58,28,22,8,28,24,8,8,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,13,Wounded,0,Lerastir,None,1,2,2,9,1,0,1,0,0,0,1,123,73,28,22,77,86,46,22,18,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,4,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,20,2,2,0,12,Unharmed,0,Lerastir,None,Wooden Wall w/ Moat
Siege,73,77,-36,Crushing Defeat,0,7,6,2,1,0,0,1,0,0,49,16,14,19,36,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,19,Unharmed,0,Beladimir,None,5,2,1,8,2,2,0,0,0,0,1,70,28,14,28,43,62,24,14,24,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,12,1,3,0,4,Wounded,1,Lerastir,None,Wooden Wall w/ Moat
Siege,58,62,30,Decisive Victory,1,7,8,2,0,0,0,1,1,0,118,49,30,39,62,92,28,25,39,54,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,6,0,8,Wounded,0,Beladimir,None,0,3,5,9,5,2,1,0,2,0,0,101,41,34,26,68,25,7,14,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,3,3,1,2,3,0,0,0,0,0,0,0,0,0,0,18,1,1,4,38,Unharmed,0,Lerastir,None,Wooden Wall w/ Moat
Siege,60,57,63,Decisive Victory,1,6,10,0,0,0,0,0,0,1,95,34,32,29,40,88,34,28,26,35,2,2,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,1,0,5,Unharmed,0,Rebel,None,5,0,4,4,0,0,0,0,0,0,0,68,16,26,26,14,48,16,16,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,Slain,0,Lerastir,None,Wooden Wall
Siege,70,59,-78,Crushing Defeat,0,9,2,1,0,0,0,1,0,1,41,17,12,12,4,41,17,12,12,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,Unharmed,0,Beladimir,None,5,1,4,6,0,0,0,0,0,0,1,79,42,21,16,35,60,32,16,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,1,2,9,3,0,0,6,Unharmed,0,Menoriad,None,Stone Wall w/ Moat
Siege,66,40,40,Decisive Victory,1,8,3,1,0,0,0,1,0,1,123,49,38,36,49,108,44,38,26,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,13,5,1,0,4,Unharmed,1,Lerastir,None,4,1,1,1,0,0,0,0,0,0,1,94,30,28,36,28,64,20,20,24,17,0,0,0,0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,11,Unharmed,1,Rebel,None,Stone Wall
Siege,39,51,27,Decisive Victory,1,5,2,1,0,1,0,0,0,0,94,34,24,36,42,84,34,20,30,36,2,0,1,1,1,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,5,0,6,Wounded,0,Rebel,None,3,0,1,2,2,0,0,0,2,0,0,81,27,30,24,63,9,0,4,5,30,0,0,0,0,0,0,0,0,0,1,1,3,3,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,3,33,Unharmed,1,Beladimir,None,None
Siege,50,59,67,Decisive Victory,1,6,2,0,0,0,0,0,0,0,99,38,25,36,65,95,34,25,36,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,3,1,1,18,1,5,0,2,Unharmed,0,Menoriad,None,2,3,0,1,1,0,0,0,1,0,0,61,10,30,21,51,4,0,4,0,20,0,0,0,0,0,0,0,0,0,1,0,1,5,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,31,Unharmed,0,Beladimir,None,Wooden Wall
Siege,52,73,-70,Crushing Defeat,0,7,6,2,1,0,0,1,0,1,54,16,20,18,18,36,12,12,12,10,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,Unharmed,0,Rebel,None,0,5,4,6,1,0,0,0,1,0,1,102,44,30,28,49,99,41,30,28,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,13,3,1,0,2,Unharmed,1,Lerastir,None,Wooden Wall w/ Moat
Siege,56,48,90,Decisive Victory,1,5,7,0,0,0,0,0,0,1,130,58,32,40,70,118,50,32,36,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,2,2,4,1,2,0,0,0,0,0,0,0,0,0,0,19,3,4,0,6,Unharmed,0,Lerastir,None,5,2,2,7,2,2,0,0,0,0,0,90,54,14,22,64,33,19,10,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,17,1,1,3,28,Unharmed,0,Lerastir,None,None
Siege,43,59,44,Decisive Victory,1,7,9,0,0,0,0,0,0,0,38,20,4,14,25,30,16,4,10,22,1,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,3,Unharmed,0,Rebel,None,5,4,3,7,2,2,0,0,0,0,1,19,5,0,14,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,Unharmed,0,Lerastir,None,Wooden Wall w/ Moat
Siege,50,48,124,Decisive Victory,1,8,7,3,0,2,0,1,0,1,124,50,30,44,60,103,38,30,35,50,2,1,4,3,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,1,0,10,Unharmed,0,Rebel,None,1,3,4,4,1,1,0,0,0,0,1,50,22,12,16,11,36,12,12,12,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,8,Unharmed,1,Rebel,None,Stone Wall
Siege,52,69,73,Decisive Victory,1,6,7,1,0,0,0,0,1,1,101,47,27,27,52,93,42,27,24,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,3,0,1,1,2,14,3,2,0,2,Wounded,0,Menoriad,None,1,2,1,3,2,1,0,0,1,0,0,59,29,14,16,34,23,9,10,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,9,1,0,1,17,Unharmed,1,Lerastir,None,Wooden Wall
Siege,63,71,-103,Crushing Defeat,0,7,10,1,0,1,0,0,0,1,73,25,24,24,11,60,20,20,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,8,Unharmed,1,Lerastir,None,2,0,0,3,4,2,0,0,2,0,1,127,38,38,51,58,120,34,38,48,55,1,3,5,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,1,0,3,Wounded,0,Rebel,None,Wooden Wall w/ Moat
Siege,45,54,13,Heroic Victory,1,9,7,1,0,0,0,1,0,0,63,22,28,13,52,41,10,18,13,44,0,2,2,0,3,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,8,Unharmed,1,Rebel,None,2,0,0,2,0,0,0,1,0,0,0,36,14,9,13,18,18,4,4,10,11,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,7,Slain,1,Beladimir,None,Stone Wall w/ Moat
Siege,51,49,-108,Crushing Defeat,0,7,5,2,0,2,0,0,0,1,52,20,16,16,4,52,20,16,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,Unharmed,0,Lerastir,None,2,5,4,10,3,0,2,0,1,0,0,123,51,32,40,63,101,51,28,22,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,17,3,0,0,7,Unharmed,1,Lerastir,None,Wooden Wall w/ Moat
Siege,64,54,-85,Crushing Defeat,0,6,9,3,0,1,0,2,0,1,52,14,20,18,18,24,8,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,8,Unharmed,1,Lerastir,None,0,3,3,8,0,0,0,1,0,0,1,113,55,30,28,72,107,49,30,28,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,4,1,2,3,2,0,0,0,0,0,0,0,0,0,0,19,2,1,0,3,Unharmed,0,Lerastir,None,Wooden Wall
Siege,59,59,41,Decisive Victory,1,8,1,1,0,0,0,1,0,0,80,35,16,29,25,66,31,16,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,7,4,1,0,3,Unharmed,1,Menoriad,None,2,0,3,7,2,0,0,0,2,0,1,41,27,4,10,19,17,9,4,4,11,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,8,Unharmed,1,Beladimir,None,Stone Wall
Siege,65,58,91,Decisive Victory,1,5,9,3,0,1,0,1,1,1,107,50,28,29,63,97,46,28,23,58,4,2,1,3,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,1,0,5,Unharmed,1,Rebel,None,4,5,3,9,1,0,0,0,1,0,0,76,30,20,26,11,60,20,20,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,5,0,0,8,Unharmed,0,Menoriad,None,None
Siege,59,36,-70,Crushing Defeat,0,9,7,3,0,2,0,1,0,0,87,31,25,31,54,34,8,12,14,26,0,0,0,0,0,0,0,0,0,2,3,0,1,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,3,28,Unharmed,1,Beladimir,None,2,4,1,6,1,0,1,0,0,0,1,123,25,43,55,53,101,25,38,38,46,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,4,0,7,Unharmed,0,Beladimir,None,Stone Wall w/ Moat
Siege,58,39,-20,Crushing Defeat,0,6,4,1,0,0,0,1,0,0,50,18,14,18,18,24,8,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,8,Unharmed,1,Lerastir,None,2,5,0,9,2,0,0,0,1,1,1,69,39,12,18,27,59,29,12,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,3,1,0,4,Unharmed,1,Lerastir,None,Wooden Wall
Siege,76,52,121,Decisive Victory,1,7,6,4,2,0,0,2,0,1,107,40,49,18,77,78,20,40,18,68,0,0,0,0,0,0,0,0,0,2,2,3,3,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,0,9,Unharmed,0,Beladimir,None,3,2,4,5,0,0,0,0,0,0,1,43,16,16,11,19,24,8,8,8,11,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,8,Unharmed,0,Rebel,None,Wooden Wall w/ Moat
Siege,54,49,-71,Crushing Defeat,0,7,3,1,0,0,0,1,0,0,53,16,20,17,36,34,8,16,10,24,1,2,0,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,12,Unharmed,0,Rebel,None,2,2,3,8,4,2,0,0,1,1,1,92,31,27,34,32,77,31,22,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,3,1,1,0,9,4,2,0,4,Wounded,1,Menoriad,None,Wooden Wall w/ Moat
Siege,62,49,-58,Crushing Defeat,0,8,9,0,0,0,0,0,0,0,33,8,14,11,7,33,8,14,11,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,Unharmed,1,Rebel,None,5,3,1,8,0,0,0,0,0,0,1,67,22,24,21,15,62,22,24,16,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,Unharmed,1,Beladimir,None,Stone Wall
Siege,57,46,32,Decisive Victory,1,5,2,1,0,0,0,1,0,0,103,53,26,24,72,78,42,12,24,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,1,4,1,2,1,2,0,0,0,0,0,0,0,0,0,0,19,1,1,0,11,Unharmed,1,Lerastir,None,5,2,0,7,0,0,0,0,0,0,1,93,42,25,26,23,60,20,20,20,12,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,11,Unharmed,0,Beladimir,None,None
Siege,67,58,97,Decisive Victory,1,6,3,1,0,0,0,1,0,0,111,43,28,40,62,103,35,28,40,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,4,0,4,2,2,0,0,0,0,0,0,0,0,0,0,17,3,2,0,6,Unharmed,1,Lerastir,None,5,0,2,10,1,0,0,0,1,0,1,53,18,19,16,30,12,4,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,3,1,8,1,1,1,17,Unharmed,1,Menoriad,None,Wooden Wall
Siege,53,51,48,Decisive Victory,1,7,3,0,0,0,0,0,0,1,124,43,38,43,55,108,31,34,43,50,0,0,0,0,0,0,0,0,0,0,3,2,3,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,5,0,5,Unharmed,0,Beladimir,None,3,1,3,4,0,0,0,0,0,0,1,94,38,31,25,71,27,12,10,5,38,0,0,0,0,0,0,0,0,0,1,2,4,2,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,33,Unharmed,0,Beladimir,None,Wooden Wall w/ Moat
Siege,58,50,-71,Crushing Defeat,0,6,5,2,1,0,0,1,0,1,13,0,10,3,11,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,Unharmed,0,Rebel,None,0,4,1,5,2,0,2,0,0,0,1,62,18,20,24,18,52,18,16,18,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,2,Unharmed,0,Beladimir,None,Wooden Wall
Siege,44,69,152,Decisive Victory,1,6,1,2,1,0,0,1,0,1,134,49,55,30,58,124,49,45,30,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,1,1,5,0,15,5,2,0,6,Unharmed,1,Menoriad,None,2,4,4,6,2,0,0,0,0,2,1,50,34,8,8,20,24,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,12,Unharmed,0,Lerastir,None,Wooden Wall
Siege,40,57,31,Decisive Victory,1,8,4,1,0,0,0,1,0,1,44,12,16,16,28,37,8,16,13,25,1,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,3,Unharmed,0,Rebel,None,2,4,5,3,3,1,2,0,0,0,0,26,9,4,13,10,12,4,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,7,Unharmed,0,Beladimir,None,Stone Wall
Siege,35,49,-51,Crushing Defeat,0,6,3,2,0,1,0,1,0,0,84,50,17,17,61,33,13,8,12,41,0,0,0,0,0,0,0,0,0,6,2,2,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,1,20,Slain,1,Beladimir,None,5,1,3,1,3,0,0,0,1,2,0,122,49,38,35,70,98,44,32,22,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,3,3,2,1,0,2,19,3,3,0,10,Unharmed,0,Menoriad,None,Wooden Wall
Siege,64,59,-70,Crushing Defeat,0,9,1,2,0,0,0,1,1,0,65,22,24,19,15,48,16,16,16,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,8,Unharmed,0,Beladimir,None,1,5,4,10,2,0,0,0,1,1,1,99,40,20,39,66,65,28,16,21,56,0,0,0,0,0,0,0,0,0,5,2,1,1,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,10,Unharmed,1,Beladimir,None,Stone Wall w/ Moat
Siege,60,54,-54,Crushing Defeat,0,9,3,1,0,1,0,0,0,0,58,32,12,14,48,20,8,6,6,34,0,2,1,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,14,Unharmed,1,Rebel,None,2,1,2,5,3,2,0,1,1,0,1,73,20,24,29,10,69,20,20,29,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,2,Unharmed,1,Beladimir,None,Stone Wall w/ Moat
Siege,69,68,-21,Crushing Defeat,0,6,8,3,2,0,0,1,0,0,68,33,20,15,27,36,12,12,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,1,0,0,0,0,7,3,0,0,12,Unharmed,1,Menoriad,None,2,0,5,2,1,0,0,0,1,0,0,91,38,34,19,54,83,34,30,19,52,0,0,0,0,0,0,0,0,0,3,0,3,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,0,2,Unharmed,1,Beladimir,None,Wooden Wall
Siege,41,58,39,Decisive Victory,1,6,7,1,0,1,0,0,0,0,136,43,54,39,71,115,31,45,39,64,0,0,0,0,0,0,0,0,0,1,1,3,2,2,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,4,0,7,Unharmed,1,Beladimir,None,1,4,0,6,4,2,1,1,1,0,1,114,46,41,27,61,66,22,26,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,1,1,0,2,3,1,16,3,1,2,25,Unharmed,1,Menoriad,None,Wooden Wall
Siege,40,42,5,Close Victory,1,5,2,1,0,1,1,0,0,1,91,36,32,23,38,78,36,26,16,32,1,2,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2,0,6,Unharmed,1,Rebel,None,5,5,4,4,2,0,0,0,1,1,0,111,50,24,37,43,75,24,24,27,29,0,0,1,1,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,1,1,14,Unharmed,0,Rebel,None,None
Siege,58,58,1,Draw,0,6,10,3,2,0,1,0,1,0,106,66,22,18,73,51,19,14,18,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,19,1,3,2,25,Unharmed,0,Lerastir,None,3,0,4,3,2,0,0,0,2,0,1,115,47,39,29,68,75,28,33,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,1,0,3,1,3,18,2,4,1,18,Unharmed,1,Menoriad,None,Wooden Wall
Siege,53,64,83,Decisive Victory,1,7,2,0,0,0,0,0,0,1,68,22,17,29,21,59,18,12,29,17,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,4,Wounded,1,Beladimir,None,1,5,2,7,1,0,0,0,1,0,1,18,10,4,4,4,18,10,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Wounded,0,Menoriad,None,Wooden Wall w/ Moat
