BattleType,ARandomTot,DRandomTot,EndingTot,Outcome,AWon,Supplies,AGenRank,AGenARBonus,AGenArmorBonus,AGenWeaponBonus,AGenFollowerBonus,AGenBannerBonus,AGenTrinketBonus,AAdvancedCombatDeck,ABeginARUnitBonus,ABeginMeleeBonus,ABeginRangedBonus,ABeginCavalryBonus,ABeginSoldiers,AEndARUnitBonus,AEndMeleeBonus,AEndRangedBonus,AEndCavalryBonus,AEndSoldiers,ARebelRivermenMercenaries,ARebelRangerOfForest,ARebelCourierRiders,ARebelMountainMen,ARebelAxemenOfVale,ARebelValeCavalry,ARebelLightWoodmen,ARebelWoodsmenArchers,ARebelRidersOfWood,ALightWoodmen,AGuardOfBeladimir,ABeladimirSpearmen,AWoodsmenArchers,AArchersOfBeladimir,ACoastalGuards,ARidersOfWood,ABeladimirCavalry,APlainsCavalry,AMountainMen,ALerastirShieldbearers,ALerastirSpears,APikesOfLerastir,AAxemenOfVale,ABowmenOfLerastir,ACrossbowmenOfSouth,AValeCavalry,ATerritoryGuardsmen,ALerastirPalaceCavalry,AShieldmaidensOfNorth,AMenoriadSpearmen,AAxemenOfWastes,AMenoriadArchers,ARangersOfForest,ACourierRiders,AMenoriadCavalry,ARoyalCavalry,AHuntersOfNorth,ARivermenMercenaries,ATotUnits,ATotReinforcements,AUpgrades,AUnitCas,ASoldierCas,AEndGenState,ATreasureReceived,AFaction,AShips,ARams,ASiegeTowers,ACatapults,MonType,MonCoinVal,MonARValue
Monster,59,53,67,Decisive Victory,1,None,10,1,0,1,0,0,0,0,70,24,20,26,7,60,20,20,20,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,None,0,4,Wounded,None,Beladimir,None,None,None,None,Minotaur,200,20
Monster,56,68,5,Close Victory,1,None,6,2,0,1,0,1,0,1,79,19,21,39,52,42,9,13,20,35,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,None,2,17,Unharmed,None,Beladimir,None,None,None,None,Dragon,1400,70
Monster,45,56,16,Heroic Victory,1,None,4,2,0,0,0,1,1,1,91,28,45,18,72,61,18,28,15,56,0,0,0,0,0,0,0,0,0,3,0,2,5,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,None,2,16,Unharmed,None,Beladimir,None,None,None,None,Dragon,1400,70
Monster,68,61,10,Heroic Victory,1,None,2,1,0,0,0,1,0,0,60,22,22,16,19,36,12,12,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,None,1,11,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,73,48,9,Close Victory,1,None,2,1,0,0,0,1,0,1,31,8,12,11,7,24,8,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,None,0,5,Unharmed,None,Beladimir,None,None,None,None,Giant,500,50
Monster,48,48,-3,Close Defeat,0,None,3,2,0,1,0,1,0,1,52,12,26,14,22,24,8,8,8,5,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,None,2,17,Wounded,None,Rebel,None,None,None,None,Demon,700,60
Monster,47,51,41,Decisive Victory,1,None,5,3,0,0,0,2,1,1,87,28,35,24,23,77,24,29,24,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,6,5,None,0,4,Unharmed,None,Menoriad,None,None,None,None,Giant,500,50
Monster,49,56,37,Decisive Victory,1,None,4,2,0,0,0,2,0,1,68,19,21,28,54,49,19,5,25,45,0,0,0,0,0,0,0,0,0,1,3,0,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,None,1,9,Unharmed,None,Beladimir,None,None,None,None,Hobgoblin,300,30
Monster,62,39,49,Decisive Victory,1,None,9,1,0,0,0,0,1,1,76,30,12,34,24,54,18,12,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,7,3,None,1,8,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,46,53,43,Decisive Victory,1,None,6,1,0,0,0,1,0,0,63,24,20,19,15,51,16,16,19,11,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,None,0,4,Unharmed,None,Rebel,None,None,None,None,Minotaur,200,20
Monster,55,74,82,Decisive Victory,1,None,5,2,0,1,0,1,0,0,134,55,36,43,58,105,44,25,36,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,3,2,1,2,1,16,5,None,2,15,Unharmed,None,Menoriad,None,None,None,None,Troll,400,40
Monster,56,69,49,Decisive Victory,1,None,3,1,0,0,0,1,0,1,78,32,26,20,12,60,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,None,1,12,Unharmed,None,Lerastir,None,None,None,None,Minotaur,200,20
Monster,62,67,41,Decisive Victory,1,None,6,2,0,1,0,1,0,1,88,25,20,43,19,63,20,20,23,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,None,1,8,Unharmed,None,Beladimir,None,None,None,None,Giant,500,50
Monster,47,61,35,Decisive Victory,1,None,5,4,2,0,0,1,1,1,70,30,20,20,8,60,20,20,20,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,None,1,12,Unharmed,None,Rebel,None,None,None,None,Hobgoblin,300,30
Monster,53,63,42,Decisive Victory,1,None,4,1,0,0,0,1,0,1,87,22,32,33,72,50,13,27,10,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,3,3,2,4,1,20,0,None,2,15,Unharmed,None,Menoriad,None,None,None,None,Troll,400,40
Monster,45,69,-22,Crushing Defeat,0,None,3,1,0,1,0,0,0,1,58,21,18,19,18,36,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,5,3,None,4,30,Unharmed,None,Menoriad,None,None,None,None,Demon,700,60
Monster,50,55,92,Decisive Victory,1,None,6,2,0,0,0,2,0,1,149,73,56,20,72,123,57,46,20,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,None,2,16,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,69,72,-17,Valiant Defeat,0,None,4,0,0,0,0,0,0,1,22,0,12,10,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,4,0,None,1,11,Unharmed,None,Menoriad,None,None,None,None,Troll,400,40
Monster,62,49,113,Decisive Victory,1,None,4,0,0,0,0,0,0,1,126,33,34,59,63,86,22,29,35,46,0,0,0,0,0,0,0,0,0,1,1,2,3,2,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,None,2,17,Unharmed,None,Beladimir,None,None,None,None,Hobgoblin,300,30
Monster,54,64,97,Decisive Victory,1,None,8,2,0,0,0,1,1,1,127,64,38,25,65,91,34,32,25,48,1,3,2,2,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,None,2,17,Unharmed,None,Rebel,None,None,None,None,Hobgoblin,300,30
Monster,49,54,53,Decisive Victory,1,None,8,0,0,0,0,0,0,1,90,42,18,30,54,60,16,18,26,48,1,1,0,2,3,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,None,0,6,Unharmed,None,Rebel,None,None,None,None,Troll,400,40
Monster,61,70,28,Decisive Victory,1,None,3,0,0,0,0,0,0,0,104,34,35,35,33,84,24,31,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,2,1,1,9,5,None,1,8,Wounded,None,Menoriad,None,None,None,None,Dragon,1400,70
Monster,49,67,57,Decisive Victory,1,None,9,0,0,0,0,0,0,1,86,29,37,20,24,64,24,20,20,13,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,None,1,11,Unharmed,None,Beladimir,None,None,None,None,Minotaur,200,20
Monster,62,56,27,Decisive Victory,1,None,2,1,0,0,0,0,1,1,48,28,6,14,44,44,24,6,14,42,3,1,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,None,0,2,Unharmed,None,Rebel,None,None,None,None,Hobgoblin,300,30
Monster,68,58,-15,Valiant Defeat,0,None,9,2,0,2,0,0,0,0,24,12,4,8,11,12,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,None,1,9,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,65,61,45,Decisive Victory,1,None,1,2,0,0,1,1,1,1,98,46,14,38,67,75,32,14,29,53,3,1,3,2,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,None,2,14,Unharmed,None,Rebel,None,None,None,None,Demon,700,60
Monster,65,53,51,Decisive Victory,1,None,10,0,0,0,0,0,0,1,99,35,26,38,47,56,21,17,18,32,0,0,0,0,0,0,0,0,0,2,3,0,1,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,None,2,15,Unharmed,None,Beladimir,None,None,None,None,Dragon,1400,70
Monster,60,48,7,Close Victory,1,None,4,2,0,1,0,1,0,1,39,10,18,11,33,25,4,14,7,24,1,1,0,0,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,None,1,9,Unharmed,None,Rebel,None,None,None,None,Giant,500,50
Monster,49,68,12,Heroic Victory,1,None,4,2,0,0,0,2,0,1,75,33,16,26,22,48,16,16,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,4,None,1,12,Unharmed,None,Lerastir,None,None,None,None,Giant,500,50
Monster,52,54,79,Decisive Victory,1,None,7,0,0,0,0,0,0,1,94,30,29,35,25,73,26,24,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,1,0,7,5,None,1,10,Wounded,None,Menoriad,None,None,None,None,Minotaur,200,20
Monster,49,59,15,Heroic Victory,1,None,5,1,0,0,0,1,0,0,69,42,12,15,45,51,31,8,12,37,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,None,1,8,Unharmed,None,Beladimir,None,None,None,None,Giant,500,50
Monster,66,55,92,Decisive Victory,1,None,3,4,0,0,0,2,2,0,104,43,22,39,42,75,21,22,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,3,2,1,0,0,12,4,None,1,10,Unharmed,None,Menoriad,None,None,None,None,Hobgoblin,300,30
Monster,47,66,52,Decisive Victory,1,None,2,2,0,0,0,1,1,1,87,36,28,23,48,67,24,23,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,3,0,1,2,0,13,2,None,1,9,Unharmed,None,Menoriad,None,None,None,None,Minotaur,200,20
Monster,55,42,43,Decisive Victory,1,None,1,1,0,1,0,0,0,0,98,46,32,20,39,89,41,32,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4,None,0,3,Unharmed,None,Lerastir,None,None,None,None,Dragon,1400,70
Monster,51,56,64,Decisive Victory,1,None,5,1,0,0,0,1,0,0,83,34,17,32,43,53,24,13,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,3,2,1,0,12,2,None,1,11,Unharmed,None,Menoriad,None,None,None,None,Minotaur,200,20
Monster,47,49,87,Decisive Victory,1,None,7,3,0,2,0,1,0,0,129,35,41,53,61,103,31,28,44,50,0,0,0,0,0,0,0,0,0,2,1,1,1,1,4,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,None,1,11,Unharmed,None,Beladimir,None,None,None,None,Giant,500,50
Monster,61,41,131,Decisive Victory,1,None,10,0,0,0,0,0,0,0,131,48,28,55,52,121,42,24,55,47,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,None,0,5,Wounded,None,Beladimir,None,None,None,None,Hobgoblin,300,30
Monster,42,50,118,Decisive Victory,1,None,6,1,0,0,0,1,0,1,139,71,26,42,75,104,54,22,28,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,1,1,1,2,4,3,0,0,0,0,0,0,0,0,0,0,20,4,None,2,15,Unharmed,None,Lerastir,None,None,None,None,Minotaur,200,20
Monster,53,66,66,Decisive Victory,1,None,4,0,0,0,0,0,0,0,135,61,28,46,59,113,57,24,32,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,2,0,2,2,3,0,0,0,0,0,0,0,0,0,0,16,5,None,1,7,Wounded,None,Lerastir,None,None,None,None,Demon,700,60
Monster,55,53,107,Decisive Victory,1,None,1,3,1,1,0,1,0,1,121,59,38,24,62,78,34,28,16,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,16,4,None,2,20,Unharmed,None,Lerastir,None,None,None,None,Minotaur,200,20
Monster,51,61,-53,Crushing Defeat,0,None,7,1,0,0,0,1,0,1,9,6,0,3,7,9,6,0,3,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,None,0,0,Unharmed,None,Rebel,None,None,None,None,Demon,700,60
Monster,54,58,33,Decisive Victory,1,None,10,0,0,0,0,0,0,0,97,28,31,38,54,62,17,17,28,40,0,0,0,0,0,0,0,0,0,1,2,1,1,3,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,None,2,14,Unharmed,None,Beladimir,None,None,None,None,Dragon,1400,70
Monster,59,59,44,Decisive Victory,1,None,8,2,2,0,1,0,0,0,74,22,16,36,16,48,16,16,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5,4,None,2,13,Unharmed,None,Lerastir,None,None,None,None,Troll,400,40
Monster,47,63,-18,Valiant Defeat,0,None,8,1,0,1,0,0,0,0,39,28,8,3,35,11,8,0,3,22,1,0,0,2,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,None,1,13,Unharmed,None,Rebel,None,None,None,None,Giant,500,50
Monster,52,49,62,Decisive Victory,1,None,6,1,1,0,0,0,0,0,72,16,23,33,38,54,8,17,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,1,1,11,2,None,0,6,Unharmed,None,Menoriad,None,None,None,None,Minotaur,200,20
Monster,48,51,39,Decisive Victory,1,None,6,2,0,2,0,0,0,0,84,36,24,24,56,52,16,18,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,15,1,None,2,14,Unharmed,None,Lerastir,None,None,None,None,Giant,500,50
Monster,65,53,10,Heroic Victory,1,None,7,4,2,0,0,1,1,0,27,14,10,3,23,21,8,10,3,20,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,None,0,3,Wounded,None,Beladimir,None,None,None,None,Troll,400,40
Monster,77,49,86,Decisive Victory,1,None,2,1,0,0,0,0,1,0,125,65,24,36,52,97,40,24,33,35,0,0,0,0,0,0,0,0,0,3,3,3,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,None,2,17,Unharmed,None,Beladimir,None,None,None,None,Dragon,1400,70
Monster,45,59,52,Decisive Victory,1,None,10,5,0,2,0,1,2,1,111,68,20,23,75,81,50,14,17,62,2,2,3,5,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,None,1,13,Unharmed,None,Rebel,None,None,None,None,Demon,700,60
Monster,51,47,5,Close Victory,1,None,2,2,0,0,0,0,2,1,57,22,22,13,41,33,12,14,7,29,1,1,0,0,1,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,None,1,12,Wounded,None,Rebel,None,None,None,None,Demon,700,60
Monster,58,56,26,Decisive Victory,1,None,5,1,0,0,0,1,0,1,68,21,16,31,13,48,16,16,16,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,None,0,6,Unharmed,None,Beladimir,None,None,None,None,Giant,500,50
Monster,44,61,53,Decisive Victory,1,None,4,1,0,0,0,1,0,0,95,37,27,31,44,67,29,17,21,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,1,2,3,0,12,3,None,1,13,Unharmed,None,Menoriad,None,None,None,None,Hobgoblin,300,30
Monster,60,60,-14,Valiant Defeat,0,None,1,0,0,0,0,0,0,1,25,12,4,9,11,12,4,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,None,1,13,Unharmed,None,Beladimir,None,None,None,None,Troll,400,40
Monster,63,57,62,Decisive Victory,1,None,1,1,0,0,0,1,0,0,74,32,16,26,65,51,20,16,15,53,3,2,0,2,0,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,None,1,12,Unharmed,None,Rebel,None,None,None,None,Minotaur,200,20
Monster,43,54,2,Draw,0,None,3,1,0,0,0,0,1,1,79,33,21,25,33,36,12,12,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,1,1,0,9,3,None,2,19,Unharmed,None,Menoriad,None,None,None,None,Dragon,1400,70
Monster,70,41,113,Decisive Victory,1,None,7,2,1,0,0,1,0,1,105,35,35,35,33,89,25,35,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,3,0,9,5,None,1,8,Unharmed,None,Menoriad,None,None,None,None,Hobgoblin,300,30
Monster,55,45,57,Decisive Victory,1,None,3,2,1,0,0,1,0,1,82,20,29,33,17,65,20,20,25,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,None,1,10,Unharmed,None,Beladimir,None,None,None,None,Troll,400,40
Monster,52,54,60,Decisive Victory,1,None,2,1,0,0,0,1,0,1,99,49,28,22,65,78,28,28,22,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1,5,0,2,1,1,0,0,0,0,0,0,0,0,0,0,17,2,None,2,14,Unharmed,None,Lerastir,None,None,None,None,Troll,400,40
Monster,55,50,-4,Close Defeat,0,None,4,2,0,1,0,1,0,1,55,16,20,19,7,48,16,16,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,None,2,18,Unharmed,None,Rebel,None,None,None,None,Dragon,1400,70
Monster,58,48,8,Close Victory,1,None,5,1,0,0,0,1,0,0,42,18,12,12,4,36,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,None,0,6,Unharmed,None,Menoriad,None,None,None,None,Giant,500,50
Monster,60,57,35,Decisive Victory,1,None,10,1,0,0,0,0,1,0,71,20,25,26,7,60,20,20,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,None,0,4,Unharmed,None,Beladimir,None,None,None,None,Giant,500,50
Monster,51,50,90,Decisive Victory,1,None,10,0,0,0,0,0,0,1,99,26,44,29,48,94,26,39,29,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,1,2,1,2,0,13,3,None,0,3,Unharmed,None,Menoriad,None,None,None,None,Minotaur,200,20
Monster,53,52,11,Heroic Victory,1,None,8,2,0,1,0,1,0,0,50,20,13,17,18,30,14,8,8,11,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,None,1,7,Unharmed,None,Beladimir,None,None,None,None,Giant,500,50
Monster,74,49,120,Decisive Victory,1,None,6,1,0,0,0,1,0,0,108,46,22,40,43,76,30,16,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,12,4,None,1,8,Unharmed,None,Lerastir,None,None,None,None,Minotaur,200,20
Monster,51,47,74,Decisive Victory,1,None,10,0,0,0,0,0,0,0,100,48,18,34,59,71,39,8,24,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,16,2,None,2,14,Unharmed,None,Lerastir,None,None,None,None,Troll,400,40
Monster,50,48,35,Decisive Victory,1,None,4,0,0,0,0,0,0,0,69,21,28,20,41,47,17,10,20,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,11,1,None,1,8,Unharmed,None,Menoriad,None,None,None,None,Troll,400,40
Monster,59,51,36,Decisive Victory,1,None,3,0,0,0,1,0,0,1,75,34,26,15,38,38,16,14,8,24,0,3,0,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,None,2,14,Unharmed,None,Rebel,None,None,None,None,Giant,500,50
Monster,54,50,-4,Close Defeat,0,None,1,2,0,1,0,1,0,0,39,20,8,11,15,24,8,8,8,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,None,1,12,Unharmed,None,Rebel,None,None,None,None,Giant,500,50
Monster,47,46,0,Draw,0,None,2,2,1,1,0,0,0,1,55,17,30,8,35,12,4,4,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1,None,2,18,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,28,66,35,Decisive Victory,1,None,8,2,0,1,0,0,1,1,93,32,34,27,73,86,28,34,24,69,1,1,3,2,2,2,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,None,0,4,Unharmed,None,Rebel,None,None,None,None,Hobgoblin,300,30
Monster,50,57,-16,Valiant Defeat,0,None,3,3,0,2,0,1,0,1,55,20,12,23,28,24,8,8,8,5,2,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,None,3,23,Wounded,None,Rebel,None,None,None,None,Dragon,1400,70
Monster,60,70,-5,Close Defeat,0,None,3,3,2,0,0,1,0,0,39,25,4,10,19,12,4,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,None,1,13,Unharmed,None,Lerastir,None,None,None,None,Troll,400,40
Monster,47,46,40,Decisive Victory,1,None,9,0,0,0,0,0,0,1,80,40,18,22,52,60,34,4,22,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,14,1,None,1,10,Wounded,None,Lerastir,None,None,None,None,Giant,500,50
Monster,37,57,-44,Crushing Defeat,0,None,4,0,0,0,0,0,0,1,42,18,12,12,4,36,12,12,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,None,2,17,Unharmed,None,Rebel,None,None,None,None,Dragon,1400,70
Monster,42,57,-8,Close Defeat,0,None,4,0,0,0,0,0,0,1,33,30,0,3,31,12,12,0,0,20,1,0,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,None,1,11,Unharmed,None,Rebel,None,None,None,None,Hobgoblin,300,30
